I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
119.35792444657636,84.11359766204623,-34.06696727957569,-110.34288778836981,76.51343375262513,20.865098995113385,-46.36081909101267,47.6969625790789,250.43514119062456,418.3765783263725,514.4953987259214,409.33536542233924
133.77194629340738,103.95255557315795,-30.59031260593474,-127.66291369244573,82.69209765974938,33.63679550641746,-55.65247003991135,39.23454895522627,258.67877046541616,448.8796813479239,559.2273784157333,452.50964907659636
147.27388714008703,124.54238469757729,-26.23998799635592,-144.74007192196223,87.66297062197646,46.77178045092387,-66.24632284503787,28.391041963353928,264.9616385084664,473.1847021949161,599.5254723004546,494.186986409557
161.52522506159585,146.53592912341264,-19.304304785291606,-162.34919640455882,91.33209355810686,61.40278135953986,-79.19339408862652,13.74566578872873,265.39374620788476,491.51653942690064,635.5030127701993,535.3569731911698
177.10395168164905,169.97298949907236,-8.762051451110892,-180.78882848345802,93.71148118250858,78.14879775060217,-93.62696721301654,-5.281259007644621,258.2476341740439,503.22299329270027,669.1455355775743,577.2699066178493
193.64357356090477,197.7388885935925,5.1809442470457725,-201.64637173750634,95.23018657942248,98.07395251768503,-109.60805354180047,-29.3429816562184,242.12045227955605,507.38131151545895,702.0936664925775,621.8712392946368
210.41451722037345,231.56825759267485,22.726344434080602,-226.67426711202188,95.75764189024449,122.38457681198088,-128.56556686544718,-58.985200336983326,216.7209890021295,504.4781203642942,734.7743356153005,671.1691501002606
230.1418342296147,272.4390225545976,45.19445669756351,-257.5346999226276,95.0605102951049,152.85751345772042,-153.5508547056197,-97.36353172914642,179.99251140050183,493.98068053034876,768.9182534031333,728.6617148891869
251.94390076400305,321.0705725822063,73.32704601923251,-292.95094195341517,93.1989029911174,190.20682244514228,-183.5760292739069,-145.23552277116323,131.641107312882,476.06713004900485,804.8170305616522,793.0356101390789
272.7460200483911,372.45651392484615,103.91062447644254,-328.7598723675228,90.19951251631755,230.10200565252217,-214.83626108264434,-198.1242999755832,77.31652833502449,451.8745489057701,837.9625312275657,856.4975675450623
289.94692420512,420.1148113879044,132.27054995109393,-361.0268061338493,85.98150850868115,267.3543555548986,-243.5692053624898,-249.46417879377623,25.035961845769634,423.9247747789432,864.1880515872854,911.7184851581997
303.0941291825784,461.3583875893182,157.52301507539414,-388.3738180667742,80.87305754225781,300.6995125133026,-269.1695296597172,-295.82900683247135,-22.756788467106162,395.14960006820365,882.7506576654032,957.1616181048134
313.620413610548,498.59353060376634,182.2950444105718,-411.6729343089628,74.86586508971413,333.0234027907836,-293.8630387126723,-340.3284006310514,-70.35542227740734,364.9149911782024,893.293455629454,994.681712024505
322.0198838911201,533.2457043341474,208.4609557545391,-432.20073841564226,66.39849078893712,365.33679955831985,-316.6812747119202,-384.884306648506,-120.90477923710387,330.36551457442147,896.0096787523053,1025.817216782721
327.3282695259077,566.4454946136102,237.57755614750022,-450.34579978335205,53.8202675187149,397.6033768178986,-336.9804245131327,-430.5286726257127,-176.86007523658373,288.8218042685103,892.9911733428726,1050.1346396440204
